block_id,sample_idx,uptime_ms,pms_pm1,pms_pm25,pms_pm10,pms_n0_3,pms_n0_5,pms_n1_0,pms_n2_5,pms_n5_0,pms_n10,sds_pm25,sds_pm10,temp_c,hum_pct,press_hpa,alt_m
6,41,4710382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,58.00,1011.54,14.23
6,42,4715382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,58.00,1011.54,14.23
6,43,4720382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.99,1011.51,14.46
6,44,4725382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.99,1011.50,14.61
6,45,4730382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,58.00,1011.51,14.46
6,46,4735382,0,0,0,0,0,0,0,0,0,-1,-1,29.87,58.01,1011.56,14.09
6,47,4740382,0,0,0,0,0,0,0,0,0,-1,-1,29.85,57.99,1011.45,14.98
6,48,4745382,0,0,0,0,0,0,0,0,0,-1,-1,29.85,58.01,1011.44,15.05
6,49,4750382,0,0,0,0,0,0,0,0,0,-1,-1,29.85,58.00,1011.45,14.98
6,50,4755382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.99,1011.49,14.68
6,51,4760382,0,0,0,6,0,0,0,0,0,-1,-1,29.85,57.99,1011.51,14.53
6,52,4765382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.99,1011.51,14.46
6,53,4770382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.99,1011.47,14.83
6,54,4775382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.98,1011.52,14.39
6,55,4780382,0,0,0,0,0,0,0,0,0,-1,-1,29.85,57.98,1011.45,14.98
6,56,4785382,0,0,0,24,0,0,0,0,0,-1,-1,29.86,57.98,1011.54,14.23
6,57,4790382,0,0,0,24,0,0,0,0,0,-1,-1,29.85,57.98,1011.45,14.98
6,58,4795382,0,0,0,24,0,0,0,0,0,-1,-1,29.86,57.98,1011.47,14.83
6,59,4800382,0,0,0,18,0,0,0,0,0,-1,-1,29.86,57.98,1011.50,14.61
6,60,4805382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.99,1011.47,14.83
6,61,4810382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.98,1011.46,14.91
6,62,4815382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.97,1011.51,14.46
6,63,4820382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.97,1011.50,14.61
6,64,4825382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.97,1011.46,14.91
6,65,4830382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.96,1011.47,14.83
6,66,4835382,0,0,0,6,0,0,0,0,0,-1,-1,29.85,57.97,1011.45,14.98
6,67,4840382,0,0,0,6,0,0,0,0,0,-1,-1,29.85,57.97,1011.48,14.75
6,68,4845382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.98,1011.47,14.83
6,69,4850382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.97,1011.47,14.83
6,70,4855382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.98,1011.55,14.16
6,71,4860382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.96,1011.43,15.13
6,72,4865382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.96,1011.49,14.68
6,73,4870382,0,0,0,24,0,0,0,0,0,-1,-1,29.86,57.97,1011.51,14.46
6,74,4875382,0,0,0,24,0,0,0,0,0,-1,-1,29.86,57.96,1011.49,14.68
6,75,4880382,0,0,0,24,0,0,0,0,0,-1,-1,29.85,57.98,1011.43,15.20
6,76,4885382,0,0,0,24,0,0,0,0,0,-1,-1,29.86,57.98,1011.50,14.61
6,77,4890382,0,0,0,6,0,0,0,0,0,-1,-1,29.87,57.98,1011.45,14.98
6,78,4895382,0,0,0,6,0,0,0,0,0,-1,-1,29.87,57.98,1011.42,15.21
6,79,4900382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.97,1011.47,14.83
6,80,4905382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.98,1011.46,14.91
6,81,4910382,0,0,0,6,0,0,0,0,0,-1,-1,29.87,57.98,1011.48,14.76
6,82,4915382,0,0,0,18,0,0,0,0,0,-1,-1,29.87,57.99,1011.51,14.54
6,83,4920382,0,0,0,18,0,0,0,0,0,-1,-1,29.86,57.98,1011.52,14.39
6,84,4925382,0,0,0,12,0,0,0,0,0,-1,-1,29.87,57.98,1011.42,15.21
6,85,4930382,0,0,0,12,0,0,0,0,0,-1,-1,29.87,57.98,1011.53,14.32
6,86,4935382,0,0,0,0,0,0,0,0,0,-1,-1,29.86,57.97,1011.49,14.68
6,87,4940382,0,0,0,6,0,0,0,0,0,-1,-1,29.87,57.98,1011.51,14.54
6,88,4945382,0,0,0,6,0,0,0,0,0,-1,-1,29.86,57.99,1011.47,14.83
6,89,4950382,0,0,0,24,0,0,0,0,0,-1,-1,29.86,57.98,1011.49,14.68
6,90,4955382,0,0,0,24,0,0,0,0,0,-1,-1,29.87,57.98,1011.48,14.76
6,91,4960382,0,0,0,18,0,0,0,0,0,-1,-1,29.87,57.99,1011.51,14.47
6,92,4965382,0,0,0,12,0,0,0,0,0,-1,-1,29.87,57.97,1011.51,14.47
6,93,4970382,0,0,0,0,0,0,0,0,0,-1,-1,29.87,57.97,1011.59,13.80
6,94,4975382,0,0,0,0,0,0,0,0,0,-1,-1,29.87,57.97,1011.49,14.69
6,95,4980382,0,0,0,6,0,0,0,0,0,-1,-1,29.87,57.96,1011.51,14.47
6,96,4985382,0,0,0,6,0,0,0,0,0,-1,-1,29.87,57.97,1011.51,14.47
6,97,4990382,0,0,0,6,0,0,0,0,0,-1,-1,29.87,57.97,1011.49,14.69
6,98,4995382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.95,1011.44,15.06
6,99,5000382,0,0,0,0,0,0,0,0,0,-1,-1,29.87,57.97,1011.46,14.91
6,100,5005382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.98,1011.48,14.77
6,101,5010382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.97,1011.50,14.55
6,102,5015382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.96,1011.41,15.29
6,103,5020382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.94,1011.48,14.77
6,104,5025382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.95,1011.41,15.29
6,105,5030382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.96,1011.44,15.06
6,106,5035382,0,0,0,0,0,0,0,0,0,-1,-1,29.87,57.95,1011.46,14.91
6,107,5040382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.96,1011.48,14.77
6,108,5045382,0,0,0,6,0,0,0,0,0,-1,-1,29.88,57.94,1011.47,14.84
6,109,5050382,0,0,0,6,0,0,0,0,0,-1,-1,29.87,57.97,1011.51,14.47
6,110,5055382,0,0,0,6,0,0,0,0,0,-1,-1,29.89,57.95,1011.49,14.63
6,111,5060382,0,0,0,6,0,0,0,0,0,-1,-1,29.89,57.95,1011.49,14.70
6,112,5065382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.96,1011.42,15.22
6,113,5070382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.97,1011.50,14.62
6,114,5075382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.94,1011.45,14.99
6,115,5080382,0,0,0,12,0,0,0,0,0,-1,-1,29.89,57.95,1011.46,14.92
6,116,5085382,0,0,0,24,0,0,0,0,0,-1,-1,29.88,57.95,1011.39,15.51
6,117,5090382,0,0,0,30,0,0,0,0,0,-1,-1,29.89,57.95,1011.41,15.37
6,118,5095382,0,0,0,30,0,0,0,0,0,-1,-1,29.90,57.97,1011.48,14.78
6,119,5100382,0,0,0,30,0,0,0,0,0,-1,-1,29.88,57.95,1011.48,14.77
6,120,5105382,0,0,0,12,0,0,0,0,0,-1,-1,29.89,57.96,1011.43,15.15
6,121,5110382,0,0,0,12,0,0,0,0,0,-1,-1,29.88,57.96,1011.36,15.73
6,122,5115382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.95,1011.48,14.77
6,123,5120382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.96,1011.45,14.99
6,124,5125382,0,0,0,0,0,0,0,0,0,-1,-1,29.89,57.95,1011.47,14.85
6,125,5130382,0,0,0,0,0,0,0,0,0,-1,-1,29.89,57.96,1011.44,15.08
6,126,5135382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.95,1011.34,15.89
6,127,5140382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.94,1011.45,14.99
6,128,5145382,0,0,0,0,0,0,0,0,0,-1,-1,29.89,57.96,1011.41,15.30
6,129,5150382,0,0,0,0,0,0,0,0,0,-1,-1,29.90,57.97,1011.42,15.23
6,130,5155382,0,0,0,12,0,0,0,0,0,-1,-1,29.90,57.95,1011.45,15.01
6,131,5160382,0,0,0,12,0,0,0,0,0,-1,-1,29.88,57.97,1011.42,15.22
6,132,5165382,0,0,0,12,0,0,0,0,0,-1,-1,29.89,57.95,1011.44,15.08
6,133,5170382,0,0,0,12,0,0,0,0,0,-1,-1,29.90,57.95,1011.46,14.93
6,134,5175382,0,0,0,12,0,0,0,0,0,-1,-1,29.90,57.96,1011.43,15.16
6,135,5180382,0,0,0,12,0,0,0,0,0,-1,-1,29.89,57.95,1011.35,15.82
6,136,5185382,0,0,0,12,0,0,0,0,0,-1,-1,29.89,57.95,1011.46,14.92
6,137,5190382,0,0,0,0,0,0,0,0,0,-1,-1,29.88,57.95,1011.42,15.22
6,138,5195382,0,0,0,0,0,0,0,0,0,-1,-1,29.90,57.95,1011.48,14.78
6,139,5200382,0,0,0,0,0,0,0,0,0,-1,-1,29.89,57.95,1011.44,15.08
6,140,5205382,0,0,0,0,0,0,0,0,0,-1,-1,29.91,57.96,1011.44,15.08
6,141,5210382,0,0,0,12,0,0,0,0,0,-1,-1,29.89,57.95,1011.44,15.08
6,142,5215382,0,0,0,12,0,0,0,0,0,-1,-1,29.90,57.96,1011.45,15.01
6,143,5220382,0,0,0,12,0,0,0,0,0,-1,-1,29.90,57.96,1011.43,15.16
6,144,5225382,0,0,0,0,0,0,0,0,0,-1,-1,29.91,57.95,1011.41,15.31
6,145,5230382,0,0,0,0,0,0,0,0,0,-1,-1,29.89,57.96,1011.36,15.75
6,146,5235382,0,0,0,0,0,0,0,0,0,-1,-1,29.90,57.95,1011.46,14.93
6,147,5240382,0,0,0,0,0,0,0,0,0,-1,-1,29.90,57.94,1011.35,15.83
6,148,5245382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.95,1011.45,15.01
6,149,5250382,0,0,0,0,0,0,0,0,0,-1,-1,29.90,57.95,1011.38,15.60
6,150,5255382,0,0,0,0,0,0,0,0,0,-1,-1,29.90,57.95,1011.35,15.83
6,151,5260382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.96,1011.45,15.01
6,152,5265382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.96,1011.39,15.46
6,153,5270382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.95,1011.34,15.91
6,154,5275382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.95,1011.39,15.46
6,155,5280382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.94,1011.34,15.91
6,156,5285382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.96,1011.40,15.39
6,157,5290382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.96,1011.41,15.32
6,158,5295382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.93,1011.39,15.46
6,159,5300382,0,0,0,0,0,0,0,0,0,-1,-1,29.91,57.94,1011.44,15.08
6,160,5305382,0,0,0,6,0,0,0,0,0,-1,-1,29.92,57.93,1011.42,15.24
6,161,5310382,0,0,0,6,0,0,0,0,0,-1,-1,29.92,57.93,1011.35,15.84
6,162,5315382,0,0,0,6,0,0,0,0,0,-1,-1,29.93,57.92,1011.36,15.76
6,163,5320382,0,0,0,6,0,0,0,0,0,-1,-1,29.92,57.93,1011.37,15.68
6,164,5325382,0,0,0,18,0,0,0,0,0,-1,-1,29.93,57.92,1011.39,15.47
6,165,5330382,0,0,0,18,0,0,0,0,0,-1,-1,29.92,57.91,1011.35,15.84
6,166,5335382,0,0,0,18,0,0,0,0,0,-1,-1,29.93,57.93,1011.41,15.32
6,167,5340382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.92,1011.41,15.32
6,168,5345382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.92,1011.46,14.94
6,169,5350382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.92,1011.47,14.80
6,170,5355382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.91,1011.41,15.32
6,171,5360382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.92,1011.38,15.54
6,172,5365382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.91,1011.44,15.09
6,173,5370382,0,0,0,0,0,0,0,0,0,-1,-1,29.94,57.91,1011.38,15.62
6,174,5375382,0,0,0,0,0,0,0,0,0,-1,-1,29.94,57.90,1011.40,15.40
6,175,5380382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.89,1011.38,15.54
6,176,5385382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.89,1011.41,15.32
6,177,5390382,0,0,0,0,0,0,0,0,0,-1,-1,29.94,57.91,1011.38,15.62
6,178,5395382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.89,1011.38,15.54
6,179,5400382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.90,1011.41,15.32
7,0,5405382,0,0,0,0,0,0,0,0,0,-1,-1,29.92,57.91,1011.32,16.06
7,1,5410382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.89,1011.37,15.69
7,2,5415382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.91,1011.34,15.91
7,3,5420382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.90,1011.37,15.69
7,4,5425382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.90,1011.37,15.69
7,5,5430382,0,0,0,0,0,0,0,0,0,-1,-1,29.93,57.89,1011.37,15.69
7,6,5435382,0,0,0,6,0,0,0,0,0,-1,-1,29.93,57.89,1011.42,15.25
7,7,5440382,0,0,0,6,0,0,0,0,0,-1,-1,29.93,57.90,1011.34,15.91
7,8,5445382,0,0,0,6,0,0,0,0,0,-1,-1,29.94,57.90,1011.43,15.17
7,9,5450382,0,0,0,6,0,0,0,0,0,-1,-1,29.94,57.90,1011.38,15.55
7,10,5455382,0,0,0,6,0,0,0,0,0,-1,-1,29.94,57.88,1011.40,15.40
7,11,5460382,0,0,0,6,0,0,0,0,0,-1,-1,29.94,57.90,1011.32,16.07
7,12,5465382,0,0,0,6,0,0,0,0,0,-1,-1,29.95,57.88,1011.37,15.70
7,13,5470382,0,0,0,0,0,0,0,0,0,-1,-1,29.94,57.89,1011.41,15.33
7,14,5475382,0,0,0,6,0,0,0,0,0,-1,-1,29.94,57.89,1011.38,15.62
7,15,5480382,0,0,0,6,0,0,0,0,0,-1,-1,29.93,57.88,1011.42,15.25
7,16,5485382,0,0,0,6,0,0,0,0,0,-1,-1,29.95,57.87,1011.37,15.70
7,17,5490382,0,0,0,6,0,0,0,0,0,-1,-1,29.94,57.88,1011.43,15.17
7,18,5495382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.90,1011.45,15.03
7,19,5500382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.88,1011.47,14.80
7,20,5505382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.89,1011.45,15.03
7,21,5510382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.89,1011.42,15.25
7,22,5515382,0,0,0,12,0,0,0,0,0,-1,-1,29.94,57.89,1011.43,15.17
7,23,5520382,0,0,0,12,0,0,0,0,0,-1,-1,29.94,57.87,1011.38,15.55
7,24,5525382,0,0,0,12,0,0,0,0,0,-1,-1,29.95,57.88,1011.37,15.70
7,25,5530382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.88,1011.41,15.33
7,26,5535382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.89,1011.35,15.85
7,27,5540382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.87,1011.37,15.70
7,28,5545382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.88,1011.41,15.33
7,29,5550382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.88,1011.35,15.85
7,30,5555382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.87,1011.39,15.48
7,31,5560382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.76,1011.40,15.40
7,32,5565382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.87,1011.42,15.25
7,33,5570382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.86,1011.42,15.25
7,34,5575382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.86,1011.40,15.40
7,35,5580382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.87,1011.41,15.33
7,36,5585382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.87,1011.40,15.40
7,37,5590382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.86,1011.40,15.40
7,38,5595382,0,0,0,6,0,0,0,0,0,-1,-1,29.95,57.86,1011.40,15.40
7,39,5600382,0,0,0,6,0,0,0,0,0,-1,-1,29.96,57.86,1011.42,15.26
7,40,5605382,0,0,0,6,0,0,0,0,0,-1,-1,29.96,57.87,1011.41,15.33
7,41,5610382,0,0,0,6,0,0,0,0,0,-1,-1,29.96,57.86,1011.36,15.78
7,42,5615382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.87,1011.37,15.70
7,43,5620382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.85,1011.43,15.18
7,44,5625382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.86,1011.35,15.85
7,45,5630382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.85,1011.38,15.55
7,46,5635382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.86,1011.38,15.55
7,47,5640382,0,0,0,6,0,0,0,0,0,-1,-1,29.96,57.85,1011.38,15.55
7,48,5645382,0,0,0,6,0,0,0,0,0,-1,-1,29.96,57.86,1011.38,15.55
7,49,5650382,0,0,0,6,0,0,0,0,0,-1,-1,29.95,57.83,1011.35,15.85
7,50,5655382,0,0,0,0,0,0,0,0,0,-1,-1,29.95,57.85,1011.39,15.48
7,51,5660382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.85,1011.38,15.55
7,52,5665382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.85,1011.42,15.26
7,53,5670382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.85,1011.33,16.00
7,54,5675382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.86,1011.33,16.00
7,55,5680382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.85,1011.37,15.71
7,56,5685382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.85,1011.40,15.41
7,57,5690382,0,0,0,6,0,0,0,0,0,-1,-1,29.96,57.87,1011.36,15.78
7,58,5695382,0,0,0,18,0,0,0,0,0,-1,-1,29.95,57.83,1011.34,15.92
7,59,5700382,0,0,0,18,0,0,0,0,0,-1,-1,29.97,57.85,1011.37,15.63
7,60,5705382,0,0,0,18,0,0,0,0,0,-1,-1,29.96,57.86,1011.34,15.93
7,61,5710382,0,0,0,12,0,0,0,0,0,-1,-1,29.96,57.83,1011.37,15.71
7,62,5715382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.85,1011.37,15.71
7,63,5720382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.86,1011.40,15.41
7,64,5725382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.84,1011.38,15.55
7,65,5730382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.85,1011.40,15.41
7,66,5735382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.85,1011.43,15.19
7,67,5740382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.84,1011.41,15.33
7,68,5745382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.86,1011.43,15.19
7,69,5750382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.86,1011.43,15.19
7,70,5755382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.85,1011.40,15.41
7,71,5760382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.86,1011.38,15.55
7,72,5765382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.87,1011.45,14.96
7,73,5770382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.86,1011.53,14.29
7,74,5775382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.86,1011.47,14.81
7,75,5780382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.88,1011.49,14.67
7,76,5785382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.86,1011.50,14.60
7,77,5790382,0,0,0,0,0,0,0,0,0,-1,-1,29.96,57.86,1011.37,15.71
7,78,5795382,0,0,0,6,0,0,0,0,0,-1,-1,29.97,57.87,1011.38,15.56
7,79,5800382,0,0,0,12,0,0,0,0,0,-1,-1,29.97,57.87,1011.45,14.96
7,80,5805382,0,0,0,12,0,0,0,0,0,-1,-1,29.98,57.87,1011.39,15.49
7,81,5810382,0,0,0,6,0,0,0,0,0,-1,-1,29.97,57.88,1011.45,14.96
7,82,5815382,0,0,0,6,0,0,0,0,0,-1,-1,29.97,57.87,1011.48,14.74
7,83,5820382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.87,1011.42,15.27
7,84,5825382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.87,1011.48,14.74
7,85,5830382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.87,1011.48,14.74
7,86,5835382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.86,1011.42,15.27
7,87,5840382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.86,1011.44,15.11
7,88,5845382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.87,1011.41,15.34
7,89,5850382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.85,1011.47,14.82
7,90,5855382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.87,1011.43,15.19
7,91,5860382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.88,1011.41,15.34
7,92,5865382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.89,1011.44,15.04
7,93,5870382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.88,1011.44,15.11
7,94,5875382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.87,1011.50,14.60
7,95,5880382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.88,1011.47,14.82
7,96,5885382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.87,1011.34,15.94
7,97,5890382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.87,1011.39,15.49
7,98,5895382,0,0,0,0,0,0,0,0,0,-1,-1,29.97,57.87,1011.44,15.11
7,99,5900382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.87,1011.42,15.27
7,100,5905382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.89,1011.44,15.04
7,101,5910382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.88,1011.39,15.49
7,102,5915382,0,0,0,0,0,0,0,0,0,-1,-1,29.99,57.87,1011.41,15.35
7,103,5920382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.86,1011.44,15.04
7,104,5925382,0,0,0,6,0,0,0,0,0,-1,-1,29.99,57.88,1011.46,14.90
7,105,5930382,0,0,0,6,0,0,0,0,0,-1,-1,29.98,57.86,1011.39,15.49
7,106,5935382,0,0,0,6,0,0,0,0,0,-1,-1,29.97,57.87,1011.41,15.34
7,107,5940382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.86,1011.48,14.75
7,108,5945382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.88,1011.39,15.49
7,109,5950382,0,0,0,6,0,0,0,0,0,-1,-1,29.97,57.86,1011.46,14.89
7,110,5955382,0,0,0,6,0,0,0,0,0,-1,-1,29.99,57.85,1011.46,14.90
7,111,5960382,0,0,0,6,0,0,0,0,0,-1,-1,29.99,57.85,1011.41,15.35
7,112,5965382,0,0,0,6,0,0,0,0,0,-1,-1,29.98,57.86,1011.43,15.19
7,113,5970382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.86,1011.42,15.27
7,114,5975382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.86,1011.45,14.97
7,115,5980382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.86,1011.43,15.19
7,116,5985382,0,0,0,0,0,0,0,0,0,-1,-1,29.98,57.86,1011.39,15.49
7,117,5990382,0,0,0,6,0,0,0,0,0,-1,-1,29.98,57.87,1011.40,15.42
7,118,5995382,0,0,0,6,0,0,0,0,0,-1,-1,29.98,57.86,1011.39,15.49
7,119,6000382,0,0,0,6,0,0,0,0,0,-1,-1,29.98,57.86,1011.53,14.30
7,120,6005382,0,0,0,6,0,0,0,0,0,-1,-1,29.99,57.87,1011.41,15.35
7,121,6010382,0,0,0,6,0,0,0,0,0,-1,-1,29.98,57.87,1011.39,15.49
7,122,6015382,0,0,0,12,0,0,0,0,0,-1,-1,29.98,57.86,1011.37,15.64
7,123,6020382,0,0,0,18,0,0,0,0,0,-1,-1,29.98,57.87,1011.39,15.49
7,124,6025382,0,0,0,18,0,0,0,0,0,-1,-1,29.99,57.87,1011.41,15.35
7,125,6030382,0,0,0,30,0,0,0,0,0,-1,-1,29.99,57.85,1011.41,15.35
7,126,6035382,0,0,0,24,0,0,0,0,0,-1,-1,29.98,57.86,1011.39,15.49
7,127,6040382,0,0,0,42,0,0,0,0,0,-1,-1,29.99,57.85,1011.41,15.35
7,128,6045382,0,0,0,30,0,0,0,0,0,-1,-1,30.01,57.98,1011.34,15.96
7,129,6050382,0,0,0,24,0,0,0,0,0,-1,-1,30.01,57.87,1011.32,16.11
7,130,6055382,0,0,0,12,0,0,0,0,0,-1,-1,30.02,57.86,1011.36,15.74
7,131,6060382,0,0,0,6,0,0,0,0,0,-1,-1,30.03,57.87,1011.34,15.89
7,132,6065382,0,0,0,0,0,0,0,0,0,-1,-1,30.04,57.88,1011.31,16.20
7,133,6070382,0,0,0,0,0,0,0,0,0,-1,-1,30.04,57.89,1011.36,15.75
7,134,6075382,0,0,0,6,0,0,0,0,0,-1,-1,30.04,57.89,1011.34,15.90
7,135,6080382,0,0,0,6,0,0,0,0,0,-1,-1,30.06,57.91,1011.39,15.46
7,136,6085382,0,0,0,6,0,0,0,0,0,-1,-1,30.06,57.73,1011.31,16.13
7,137,6090382,0,0,0,6,0,0,0,0,0,-1,-1,30.06,57.92,1011.38,15.61
7,138,6095382,0,0,0,0,0,0,0,0,0,-1,-1,30.06,57.93,1011.38,15.61
7,139,6100382,0,0,0,0,0,0,0,0,0,-1,-1,30.06,57.94,1011.40,15.39
7,140,6105382,0,0,0,6,0,0,0,0,0,-1,-1,30.07,57.94,1011.36,15.77
7,141,6110382,0,0,0,18,0,0,0,0,0,-1,-1,30.07,57.95,1011.34,15.92
7,142,6115382,0,0,0,18,0,0,0,0,0,-1,-1,30.08,57.94,1011.38,15.62
7,143,6120382,0,0,0,24,0,0,0,0,0,-1,-1,30.08,57.97,1011.41,15.33
