block_id,sample_idx,uptime_ms,pms_pm1,pms_pm25,pms_pm10,pms_n0_3,pms_n0_5,pms_n1_0,pms_n2_5,pms_n5_0,pms_n10,sds_pm25,sds_pm10,temp_c,hum_pct,press_hpa,alt_m
1,0,5382,46,57,67,3918,1278,48,8,2,0,-1,-1,27.34,61.22,1008.85,36.71
1,1,10382,25,31,39,2013,649,66,14,6,2,-1,-1,27.34,61.25,1008.86,36.64
1,2,15382,10,19,25,1209,389,78,18,6,2,-1,-1,27.36,61.28,1008.83,36.87
1,3,20382,7,17,25,1053,329,72,22,6,2,-1,-1,27.36,61.35,1008.86,36.57
1,4,25382,5,17,20,1005,304,76,18,2,0,-1,-1,27.37,61.39,1008.91,36.21
1,5,30382,4,16,22,837,246,80,24,4,2,-1,-1,27.37,61.45,1008.91,36.21
1,6,35382,4,16,22,855,262,74,24,6,2,-1,-1,27.39,61.50,1008.88,36.44
1,7,40382,4,17,26,894,287,98,28,8,2,-1,-1,27.39,61.53,1008.94,35.92
1,8,45382,4,17,22,945,298,106,22,4,0,-1,-1,27.39,61.61,1008.89,36.37
1,9,50382,5,17,22,1014,323,96,18,4,0,-1,-1,27.40,61.66,1008.92,36.07
1,10,55382,5,17,21,1020,327,96,16,6,0,-1,-1,27.42,61.73,1008.92,36.08
1,11,60382,5,17,25,972,311,90,28,8,4,-1,-1,27.41,61.80,1008.84,36.82
1,12,65382,5,15,24,945,292,88,26,8,4,-1,-1,27.42,61.87,1008.87,36.52
1,13,70382,4,16,22,918,281,96,28,4,4,-1,-1,27.42,61.92,1008.88,36.45
1,14,75382,4,16,22,888,280,114,22,4,4,-1,-1,27.43,61.99,1008.92,36.09
1,15,80382,4,18,18,921,288,120,16,0,0,-1,-1,27.43,62.05,1008.87,36.53
1,16,85382,4,19,22,1035,313,132,18,2,2,-1,-1,27.44,62.12,1008.91,36.16
1,17,90382,4,18,23,1095,327,126,20,4,2,-1,-1,27.44,62.19,1008.83,36.83
1,18,95382,6,22,29,1299,392,136,28,6,2,-1,-1,27.45,62.25,1008.92,36.09
1,19,100382,8,25,29,1311,415,118,30,4,0,-1,-1,27.45,62.32,1008.84,36.76
1,20,105382,6,22,24,1125,359,110,28,4,0,-1,-1,27.46,62.38,1008.87,36.55
1,21,110382,5,21,23,1104,333,114,28,2,2,-1,-1,27.46,62.47,1008.87,36.55
1,22,115382,5,20,26,1134,337,118,30,4,4,-1,-1,27.47,62.54,1008.88,36.48
1,23,120382,4,24,32,1158,347,152,38,8,4,-1,-1,27.48,62.64,1009.00,35.44
1,24,125382,2,22,25,879,273,142,34,4,0,-1,-1,27.48,62.65,1008.90,36.26
1,25,130382,2,19,22,882,276,128,30,2,0,-1,-1,27.49,62.74,1008.89,36.34
1,26,135382,2,19,24,963,295,130,34,2,0,-1,-1,27.49,62.82,1008.83,36.86
1,27,140382,5,19,26,1131,339,116,30,4,2,-1,-1,27.50,62.90,1008.91,36.20
1,28,145382,5,22,26,1266,369,130,30,2,2,-1,-1,27.51,62.96,1008.92,36.13
1,29,150382,4,17,27,1113,325,130,28,8,6,-1,-1,27.51,63.03,1008.92,36.13
1,30,155382,4,19,31,1140,336,138,32,10,6,-1,-1,27.51,63.11,1008.87,36.50
1,31,160382,4,19,40,1071,321,144,48,18,12,-1,-1,27.51,63.20,1008.89,36.35
1,32,165382,4,17,37,990,296,126,48,18,10,-1,-1,27.52,63.31,1008.86,36.58
1,33,170382,5,19,34,1038,317,122,44,14,8,-1,-1,27.52,63.39,1008.83,36.88
1,34,175382,5,20,26,1056,328,116,36,6,2,-1,-1,27.53,63.46,1008.88,36.43
1,35,180382,5,20,26,1086,329,110,34,6,2,-1,-1,27.53,63.56,1008.87,36.51
1,36,185382,5,21,25,1194,362,126,30,4,2,-1,-1,27.53,63.62,1008.83,36.88
1,37,190382,4,20,29,1119,326,131,36,10,6,-1,-1,27.54,63.74,1008.93,36.07
1,38,195382,2,18,35,918,268,139,36,18,8,-1,-1,27.55,63.81,1008.93,36.00
1,39,200382,2,17,29,942,279,126,28,12,6,-1,-1,27.55,63.88,1008.94,35.92
1,40,205382,4,19,31,1122,336,124,32,14,6,-1,-1,27.56,63.99,1008.84,36.74
1,41,210382,5,20,30,1119,338,114,38,10,6,-1,-1,27.55,64.14,1008.81,37.04
1,42,215382,6,20,28,1218,376,104,36,8,4,-1,-1,27.56,64.18,1008.91,36.23
1,43,220382,5,22,28,1122,346,134,34,6,4,-1,-1,27.56,64.29,1008.93,36.00
1,44,225382,4,22,29,1059,322,148,34,6,2,-1,-1,27.57,64.38,1008.95,35.86
1,45,230382,4,21,29,1155,338,140,34,6,2,-1,-1,27.58,64.50,1008.83,36.90
1,46,235382,4,21,34,1113,336,144,44,10,6,-1,-1,27.58,64.60,1008.83,36.83
1,47,240382,5,20,30,1254,371,136,28,8,6,-1,-1,27.60,64.71,1008.94,35.95
1,48,245382,4,21,25,1209,351,148,20,4,2,-1,-1,27.58,64.83,1008.83,36.83
1,49,250382,4,20,29,1230,355,134,28,8,4,-1,-1,27.60,64.92,1008.86,36.62
1,50,255382,4,21,28,1233,372,140,30,6,4,-1,-1,27.60,65.03,1008.95,35.87
1,51,260382,4,23,29,1263,382,163,28,2,0,-1,-1,27.60,65.14,1008.95,35.87
1,52,265382,2,25,29,1176,348,173,32,4,0,-1,-1,27.61,65.29,1008.83,36.85
1,53,270382,4,27,37,1233,359,175,46,10,4,-1,-1,27.61,65.39,1008.91,36.18
1,54,275382,4,23,32,1167,342,136,38,10,4,-1,-1,27.62,65.50,1008.85,36.70
1,55,280382,4,22,27,1116,332,148,26,8,0,-1,-1,27.62,65.62,1008.96,35.81
1,56,285382,4,23,32,1092,336,160,34,10,2,-1,-1,27.64,65.76,1008.96,35.82
1,57,290382,5,28,40,1314,403,162,52,14,4,-1,-1,27.64,65.89,1008.90,36.27
1,58,295382,6,22,32,1338,405,120,34,10,6,-1,-1,27.65,66.03,1008.95,35.90
1,59,300382,8,21,31,1389,413,116,30,10,6,-1,-1,27.65,66.15,1008.87,36.57
1,60,305382,8,23,32,1437,428,124,32,10,6,-1,-1,27.66,66.32,1008.94,35.91
1,61,310382,6,23,34,1404,416,144,32,12,4,-1,-1,27.66,66.45,1008.96,35.76
1,62,315382,5,22,31,1281,377,146,30,8,2,-1,-1,27.67,66.57,1008.93,36.06
1,63,320382,4,21,25,1119,347,144,32,4,0,-1,-1,27.66,66.71,1008.92,36.13
1,64,325382,4,24,27,1146,355,144,40,2,0,-1,-1,27.67,66.87,1008.91,36.21
1,65,330382,5,24,30,1191,357,126,44,6,4,-1,-1,27.68,67.02,1008.97,35.69
1,66,335382,8,28,38,1404,432,146,46,8,8,-1,-1,27.69,67.17,1008.93,35.99
1,67,340382,10,31,39,1635,493,152,44,8,8,-1,-1,27.69,67.31,1008.93,35.99
1,68,345382,10,28,38,1782,541,162,30,8,6,-1,-1,27.70,67.47,1008.82,36.97
1,69,350382,10,28,37,1788,552,160,26,8,6,-1,-1,27.70,67.66,1008.88,36.45
1,70,355382,9,24,39,1668,515,162,32,14,8,-1,-1,27.70,67.84,1008.88,36.45
1,71,360382,7,23,35,1329,410,142,36,10,6,-1,-1,27.71,68.02,1008.92,36.08
1,72,365382,5,19,30,1176,351,122,32,10,8,-1,-1,27.73,68.19,1008.88,36.46
1,73,370382,6,20,32,1215,372,128,32,12,10,-1,-1,27.73,68.34,1008.93,36.02
1,74,375382,6,23,35,1296,403,141,42,12,8,-1,-1,27.74,68.56,1008.95,35.87
1,75,380382,5,26,31,1302,401,147,42,4,2,-1,-1,27.74,68.72,1008.95,35.87
1,76,385382,5,25,34,1332,398,162,34,6,4,-1,-1,27.76,68.95,1008.97,35.66
1,77,390382,5,24,33,1335,405,164,34,8,6,-1,-1,27.77,69.12,1008.96,35.81
1,78,395382,8,23,35,1503,457,142,28,10,10,-1,-1,27.76,69.32,1008.92,36.10
1,79,400382,10,26,38,1752,531,152,30,12,12,-1,-1,27.77,69.52,1008.93,36.03
1,80,405382,9,25,37,1674,505,138,32,12,12,-1,-1,27.77,69.73,1008.94,35.96
1,81,410382,10,32,49,1878,553,182,46,16,14,-1,-1,27.78,69.93,1008.89,36.34
1,82,415382,9,31,39,1728,514,160,40,8,6,-1,-1,27.79,70.14,1009.00,35.45
1,83,420382,10,32,40,1836,558,173,42,8,6,-1,-1,27.79,70.37,1008.97,35.67
1,84,425382,8,29,32,1512,483,169,32,2,0,-1,-1,27.79,70.56,1008.95,35.90
1,85,430382,4,26,36,1224,381,176,44,8,6,-1,-1,27.80,70.79,1008.95,35.82
1,86,435382,5,26,37,1389,421,178,44,10,6,-1,-1,27.81,71.01,1008.92,36.13
1,87,440382,5,24,38,1320,394,164,42,12,8,-1,-1,27.82,71.24,1008.96,35.76
1,88,445382,6,23,31,1356,412,156,26,8,4,-1,-1,27.82,71.45,1008.94,35.91
1,89,450382,6,23,35,1488,453,172,28,12,6,-1,-1,27.84,71.67,1009.05,35.03
1,90,455382,8,25,34,1524,476,174,30,8,6,-1,-1,27.84,71.93,1009.05,35.03
1,91,460382,9,30,38,1617,493,172,42,8,6,-1,-1,27.84,72.17,1008.92,36.07
1,92,465382,9,29,38,1644,497,168,44,8,6,-1,-1,27.85,72.44,1008.97,35.71
1,93,470382,7,33,51,1743,519,216,58,18,4,-1,-1,27.85,72.64,1009.02,35.26
1,94,475382,5,29,42,1602,464,209,44,12,2,-1,-1,27.87,72.92,1009.00,35.42
1,95,480382,5,27,34,1521,446,184,40,6,0,-1,-1,27.88,73.17,1008.98,35.57
1,96,485382,6,28,34,1644,492,182,36,6,2,-1,-1,27.88,73.42,1008.93,36.02
1,97,490382,5,28,37,1524,441,190,38,8,4,-1,-1,27.88,73.66,1008.96,35.79
1,98,495382,6,27,31,1509,445,179,30,4,2,-1,-1,27.89,73.92,1008.96,35.80
1,99,500382,6,31,32,1509,451,192,36,2,0,-1,-1,27.90,74.10,1008.94,35.95
1,100,505382,6,30,32,1527,460,190,34,2,0,-1,-1,27.92,74.44,1008.95,35.89
1,101,510382,6,26,38,1578,473,169,34,10,8,-1,-1,27.91,74.70,1009.02,35.29
1,102,515382,6,24,38,1512,445,166,34,12,10,-1,-1,27.92,74.95,1009.03,35.22
1,103,520382,5,21,31,1362,403,158,24,8,8,-1,-1,27.93,75.23,1008.96,35.75
1,104,525382,8,25,32,1503,457,172,26,6,6,-1,-1,27.94,75.53,1008.98,35.60
1,105,530382,6,27,35,1455,441,160,46,8,4,-1,-1,27.95,75.81,1009.00,35.46
1,106,535382,5,29,40,1497,427,179,54,10,2,-1,-1,27.96,76.06,1009.04,35.09
1,107,540382,6,31,41,1698,495,206,46,8,4,-1,-1,27.97,76.37,1008.93,36.07
1,108,545382,6,27,42,1644,490,200,44,14,8,-1,-1,27.96,76.63,1008.94,35.91
1,109,550382,5,32,46,1551,439,217,52,16,6,-1,-1,27.98,76.91,1008.97,35.70
1,110,555382,6,34,47,1689,484,222,56,12,6,-1,-1,27.98,77.20,1008.97,35.70
1,111,560382,9,36,47,1896,577,218,54,8,6,-1,-1,27.99,77.46,1009.00,35.48
1,112,565382,12,36,47,2043,640,222,50,8,4,-1,-1,28.00,77.76,1009.04,35.12
1,113,570382,12,37,45,2196,674,219,34,8,4,-1,-1,28.01,78.06,1008.97,35.72
1,114,575382,9,31,45,1926,584,201,38,14,8,-1,-1,28.02,78.34,1008.89,36.39
1,115,580382,9,31,45,1761,538,187,46,14,10,-1,-1,28.03,78.63,1008.98,35.65
1,116,585382,8,30,38,1587,498,187,38,8,6,-1,-1,28.04,78.94,1008.99,35.51
1,117,590382,8,30,41,1584,498,188,44,10,4,-1,-1,28.04,79.23,1008.95,35.88
1,118,595382,9,29,40,1737,535,176,42,10,4,-1,-1,28.05,79.54,1008.88,36.41
1,119,600382,9,29,38,1794,550,176,36,10,6,-1,-1,28.07,79.89,1008.92,36.12
1,120,605382,9,30,39,1659,521,187,32,10,4,-1,-1,28.08,80.19,1009.02,35.31
1,121,610382,5,30,44,1368,452,217,44,14,4,-1,-1,28.09,80.52,1008.95,35.83
1,122,615382,6,35,41,1674,556,242,36,6,2,-1,-1,28.11,80.89,1008.95,35.84
1,123,620382,9,37,45,1911,608,234,50,8,2,-1,-1,28.12,81.30,1008.92,36.15
1,124,625382,10,33,48,2031,639,220,42,14,4,-1,-1,28.13,81.54,1008.96,35.78
1,125,630382,10,32,54,1938,610,214,52,22,8,-1,-1,28.14,81.90,1008.94,35.93
1,126,635382,10,32,47,1902,601,186,50,14,8,-1,-1,28.15,82.22,1008.97,35.72
1,127,640382,9,32,40,1884,604,200,34,6,4,-1,-1,28.17,82.54,1008.91,36.17
1,128,645382,12,32,39,2016,629,193,32,6,6,-1,-1,28.18,82.91,1008.93,36.02
1,129,650382,12,37,45,2190,664,218,46,8,4,-1,-1,28.19,83.25,1009.04,35.14
1,130,655382,6,35,43,1857,546,250,42,8,4,-1,-1,28.20,83.59,1008.97,35.67
1,131,660382,7,33,46,1725,516,248,40,12,8,-1,-1,28.20,83.91,1008.94,35.96
1,132,665382,8,30,45,1905,560,228,40,14,10,-1,-1,28.22,84.27,1008.87,36.50
1,133,670382,8,30,46,1893,556,232,42,16,10,-1,-1,28.24,84.60,1008.88,36.43
1,134,675382,9,32,51,2016,604,241,40,20,12,-1,-1,28.23,84.92,1009.00,35.46
1,135,680382,11,35,57,2298,702,246,46,24,10,-1,-1,28.25,85.25,1008.98,35.62
1,136,685382,13,34,54,2241,683,210,52,22,8,-1,-1,28.27,85.61,1009.01,35.40
1,137,690382,10,35,45,1989,599,192,56,10,0,-1,-1,28.28,85.93,1008.91,36.15
1,138,695382,9,38,50,1968,609,225,62,12,2,-1,-1,28.31,86.29,1008.99,35.50
1,139,700382,12,37,51,2211,666,221,50,14,4,-1,-1,28.31,86.62,1008.99,35.50
1,140,705382,14,39,51,2433,731,216,42,14,4,-1,-1,28.33,86.94,1008.98,35.59
1,141,710382,15,41,54,2499,761,244,44,12,2,-1,-1,28.35,87.28,1009.04,35.08
1,142,715382,12,43,61,2388,747,296,58,14,8,-1,-1,28.35,87.60,1009.04,35.08
1,143,720382,13,43,63,2394,751,291,66,16,10,-1,-1,28.36,87.93,1008.90,36.27
1,144,725382,13,37,53,2244,708,247,46,14,8,-1,-1,28.38,88.25,1008.99,35.54
1,145,730382,13,36,49,2361,713,238,38,12,4,-1,-1,28.38,88.58,1009.02,35.32
1,146,735382,14,40,55,2565,775,247,46,14,6,-1,-1,28.40,88.89,1008.97,35.70
1,147,740382,15,43,63,2652,791,250,64,16,10,-1,-1,28.42,89.21,1008.98,35.64
1,148,745382,13,41,55,2433,736,247,50,12,6,-1,-1,28.46,89.52,1008.96,35.81
1,149,750382,12,40,49,2373,700,247,46,12,2,-1,-1,28.46,89.80,1008.93,36.03
1,150,755382,12,40,50,2493,719,259,44,14,2,-1,-1,28.48,90.11,1009.02,35.30
1,151,760382,14,40,49,2634,756,232,44,10,2,-1,-1,28.51,90.39,1009.01,35.39
1,152,765382,16,41,56,2706,799,239,50,16,6,-1,-1,28.53,90.70,1008.96,35.77
1,153,770382,15,39,55,2568,772,229,54,16,6,-1,-1,28.54,90.97,1008.90,36.29
1,154,775382,14,42,61,2544,780,246,66,18,10,-1,-1,28.55,91.27,1008.98,35.63
1,155,780382,12,43,62,2256,713,269,72,18,8,-1,-1,28.55,91.54,1008.97,35.71
1,156,785382,12,43,56,2256,724,267,66,8,2,-1,-1,28.56,91.80,1008.97,35.71
1,157,790382,13,45,53,2409,773,278,60,2,0,-1,-1,28.59,92.10,1008.98,35.58
1,158,795382,13,42,51,2481,785,282,50,4,2,-1,-1,28.62,92.39,1008.91,36.19
1,159,800382,16,45,57,2814,872,301,52,8,4,-1,-1,28.63,92.64,1008.90,36.27
1,160,805382,16,46,62,2883,905,334,56,12,6,-1,-1,28.66,92.89,1008.95,35.84
1,161,810382,13,44,55,2550,810,315,50,6,2,-1,-1,28.68,93.16,1008.99,35.55
1,162,815382,13,43,53,2490,775,278,50,6,2,-1,-1,28.69,93.40,1009.00,35.41
1,163,820382,14,43,53,2673,827,299,50,6,2,-1,-1,28.70,93.63,1008.99,35.49
1,164,825382,16,47,62,2931,885,307,60,14,4,-1,-1,28.70,93.85,1009.01,35.34
1,165,830382,15,47,65,2781,873,310,62,16,6,-1,-1,28.72,94.08,1008.95,35.87
1,166,835382,12,48,65,2586,805,344,74,12,6,-1,-1,28.72,94.29,1008.99,35.50
1,167,840382,13,46,68,2715,854,354,76,20,8,-1,-1,28.74,94.53,1008.97,35.66
1,168,845382,13,46,65,2628,825,329,76,18,6,-1,-1,28.73,94.76,1008.97,35.73
1,169,850382,17,47,70,2958,934,336,76,24,8,-1,-1,28.75,94.94,1009.04,35.07
1,170,855382,17,48,67,3021,930,336,56,18,8,-1,-1,28.76,95.16,1008.98,35.60
1,171,860382,16,49,64,2949,909,333,52,10,6,-1,-1,28.79,95.34,1009.03,35.17
1,172,865382,17,51,74,3186,981,390,74,22,14,-1,-1,28.80,95.74,1008.93,36.07
1,173,870382,16,49,76,3279,987,378,74,32,16,-1,-1,28.81,95.72,1009.00,35.48
1,174,875382,18,48,69,3393,1012,342,66,18,6,-1,-1,28.83,95.94,1009.00,35.49
1,175,880382,17,48,63,3222,979,325,54,10,2,-1,-1,28.82,96.11,1009.09,34.74
1,176,885382,13,45,57,2817,850,300,52,8,2,-1,-1,28.81,96.29,1009.00,35.48
1,177,890382,16,47,61,2937,890,299,64,10,4,-1,-1,28.80,96.42,1008.97,35.69
1,178,895382,19,49,65,3132,958,296,62,14,8,-1,-1,28.78,96.60,1008.96,35.76
1,179,900382,17,49,68,3195,966,321,62,18,10,-1,-1,28.79,96.72,1009.03,35.17
2,0,905382,18,46,62,3054,940,292,56,16,6,-1,-1,28.78,96.87,1009.02,35.31
2,1,910382,20,46,64,3192,982,287,52,18,6,-1,-1,28.77,97.00,1009.00,35.45
2,2,915382,19,48,65,3249,985,295,50,16,6,-1,-1,28.75,97.13,1009.00,35.45
2,3,920382,16,48,67,2991,910,297,68,18,4,-1,-1,28.75,97.24,1009.02,35.30
2,4,925382,14,46,62,2868,859,298,62,14,4,-1,-1,28.74,97.34,1009.05,34.99
2,5,930382,17,46,56,2940,897,261,60,4,2,-1,-1,28.72,97.42,1008.97,35.72
2,6,935382,18,46,61,3024,920,272,66,12,4,-1,-1,28.72,97.58,1008.99,35.50
2,7,940382,21,47,63,3234,1011,287,62,14,6,-1,-1,28.70,97.65,1008.99,35.49
2,8,945382,18,48,66,3054,962,311,68,18,6,-1,-1,28.70,97.76,1009.09,34.67
2,9,950382,17,46,65,2922,908,321,66,20,8,-1,-1,28.70,97.86,1009.07,34.89
2,10,955382,17,46,62,2907,891,289,70,14,6,-1,-1,28.68,97.97,1009.03,35.18
2,11,960382,16,46,59,2835,855,290,62,8,4,-1,-1,28.68,98.03,1009.03,35.18
2,12,965382,15,49,64,2922,905,337,66,10,6,-1,-1,28.67,98.12,1008.99,35.55
2,13,970382,15,48,63,2754,851,293,68,14,4,-1,-1,28.67,98.21,1009.04,35.10
2,14,975382,13,43,51,2601,784,262,46,8,2,-1,-1,28.66,98.29,1009.08,34.80
2,15,980382,16,41,53,2712,804,233,44,12,2,-1,-1,28.65,98.35,1008.98,35.61
2,16,985382,15,44,60,2817,823,282,54,14,4,-1,-1,28.64,98.45,1008.94,35.98
2,17,990382,12,47,63,2550,762,302,72,14,4,-1,-1,28.64,98.52,1009.02,35.31
2,18,995382,13,46,63,2736,826,308,64,12,6,-1,-1,28.63,98.59,1009.08,34.78
2,19,1000382,16,48,62,2829,856,301,64,8,6,-1,-1,28.63,98.66,1009.06,34.93
2,20,1005382,15,48,62,2811,855,305,54,10,6,-1,-1,28.62,98.72,1008.96,35.82
2,21,1010382,12,45,63,2730,814,313,50,18,8,-1,-1,28.60,98.79,1008.98,35.58
2,22,1015382,13,43,60,2673,791,291,58,14,6,-1,-1,28.61,98.84,1009.02,35.29
2,23,1020382,11,44,62,2382,714,277,80,16,6,-1,-1,28.61,98.91,1008.99,35.51
2,24,1025382,10,43,61,2337,698,298,74,18,6,-1,-1,28.59,98.99,1008.99,35.50
2,25,1030382,12,44,60,2613,788,311,68,12,6,-1,-1,28.59,99.02,1008.94,35.95
2,26,1035382,14,44,61,2775,840,288,64,12,4,-1,-1,28.59,99.07,1008.98,35.58
2,27,1040382,13,44,59,2670,778,254,64,12,4,-1,-1,28.58,99.11,1008.92,36.10
2,28,1045382,15,45,58,2727,794,263,52,10,2,-1,-1,28.58,99.16,1009.00,35.42
2,29,1050382,16,47,62,2778,822,278,60,10,2,-1,-1,28.58,99.23,1009.02,35.27
2,30,1055382,14,44,58,2694,797,265,58,10,2,-1,-1,28.58,99.26,1009.05,35.05
2,31,1060382,15,41,50,2526,766,240,48,6,2,-1,-1,28.57,99.33,1008.98,35.64
2,32,1065382,15,40,45,2415,746,233,32,6,2,-1,-1,28.57,99.36,1008.96,35.79
2,33,1070382,13,41,55,2385,729,242,54,12,6,-1,-1,28.56,99.40,1008.94,35.93
2,34,1075382,14,40,54,2481,755,241,52,10,4,-1,-1,28.55,99.42,1008.98,35.63
2,35,1080382,15,45,59,2661,812,261,64,10,2,-1,-1,28.55,99.47,1009.00,35.41
2,36,1085382,15,44,58,2598,787,267,58,10,4,-1,-1,28.54,99.51,1008.99,35.55
2,37,1090382,9,41,55,2202,649,259,60,10,6,-1,-1,28.55,99.53,1009.00,35.48
2,38,1095382,10,40,54,2172,651,262,58,12,6,-1,-1,28.54,99.56,1008.95,35.85
2,39,1100382,9,37,46,2052,628,249,46,6,2,-1,-1,28.54,99.59,1009.01,35.40
2,40,1105382,12,36,45,2154,670,239,38,6,2,-1,-1,28.53,99.62,1008.96,35.77
2,41,1110382,12,37,43,2253,704,237,36,2,2,-1,-1,28.53,99.66,1008.99,35.54
2,42,1115382,12,39,52,2316,714,254,46,10,8,-1,-1,28.53,99.70,1008.96,35.77
2,43,1120382,12,41,52,2331,704,252,48,10,6,-1,-1,28.53,99.73,1009.05,35.03
2,44,1125382,12,36,43,2196,649,212,34,8,2,-1,-1,28.52,99.75,1009.02,35.24
2,45,1130382,13,35,50,2235,672,208,44,16,8,-1,-1,28.52,99.83,1008.97,35.69
2,46,1135382,14,36,54,2409,727,216,42,18,10,-1,-1,28.49,99.85,1008.95,35.82
2,47,1140382,13,38,58,2355,721,227,50,20,10,-1,-1,28.48,99.88,1008.99,35.52
2,48,1145382,11,36,50,2214,665,229,44,12,4,-1,-1,28.47,99.90,1009.03,35.21
2,49,1150382,11,34,41,2127,617,212,32,6,6,-1,-1,28.45,99.93,1009.05,35.06
2,50,1155382,12,35,39,2220,658,208,34,4,4,-1,-1,28.44,99.98,1008.98,35.57
2,51,1160382,13,41,58,2433,732,248,56,16,8,-1,-1,28.43,100.00,1008.99,35.57
2,52,1165382,11,43,57,2328,698,268,60,14,4,-1,-1,28.42,100.00,1009.06,34.97
2,53,1170382,11,41,47,2157,653,234,52,6,2,-1,-1,28.42,100.00,1009.08,34.82
2,54,1175382,12,40,44,2151,659,222,52,4,2,-1,-1,28.41,100.00,1009.01,35.34
2,55,1180382,13,41,52,2229,682,212,58,10,6,-1,-1,28.40,100.00,1009.05,35.03
2,56,1185382,14,44,63,2487,755,264,64,16,8,-1,-1,28.40,100.00,1008.99,35.55
2,57,1190382,11,44,57,2394,709,286,56,10,4,-1,-1,28.39,100.00,1009.01,35.40
2,58,1195382,11,41,55,2394,714,286,46,12,4,-1,-1,28.38,100.00,1008.98,35.61
2,59,1200382,13,41,57,2562,758,253,50,14,6,-1,-1,28.37,100.00,1008.99,35.53
2,60,1205382,15,42,60,2484,749,235,52,20,8,-1,-1,28.37,100.00,1008.99,35.53
2,61,1210382,11,40,54,2190,650,240,52,16,4,-1,-1,28.36,100.00,1009.01,35.38
2,62,1215382,11,40,51,2334,676,250,48,12,0,-1,-1,28.35,100.00,1008.96,35.75
2,63,1220382,12,40,50,2415,700,254,46,10,0,-1,-1,28.35,100.00,1008.96,35.82
2,64,1225382,12,41,52,2187,680,250,48,10,2,-1,-1,28.34,100.00,1008.97,35.67
2,65,1230382,11,41,54,2145,691,260,44,12,8,-1,-1,28.33,100.00,1009.03,35.21
2,66,1235382,12,42,54,2262,728,266,44,10,6,-1,-1,28.32,100.00,1009.02,35.28
2,67,1240382,12,47,63,2385,724,286,72,12,2,-1,-1,28.32,100.00,1009.01,35.36
2,68,1245382,12,45,61,2334,714,266,66,14,4,-1,-1,28.31,100.00,1009.05,35.06
2,69,1250382,11,45,63,2220,702,276,66,18,10,-1,-1,28.31,100.00,1009.05,35.06
2,70,1255382,11,42,63,2250,708,282,58,22,10,-1,-1,28.29,100.00,1009.07,34.82
2,71,1260382,12,42,70,2397,745,291,68,30,12,-1,-1,28.27,100.00,1009.04,35.11
2,72,1265382,15,42,69,2505,779,258,68,28,16,-1,-1,28.28,100.00,1009.02,35.26
2,73,1270382,15,41,61,2433,769,230,58,20,14,-1,-1,28.28,100.00,1009.02,35.26
2,74,1275382,18,41,58,2535,800,206,50,16,10,-1,-1,28.26,100.00,1009.05,35.03
2,75,1280382,15,42,59,2391,755,214,52,16,6,-1,-1,28.27,100.00,1009.01,35.33
2,76,1285382,10,41,60,2097,640,257,52,20,6,-1,-1,28.26,100.00,1009.08,34.80
2,77,1290382,8,40,66,2082,603,288,68,24,10,-1,-1,28.25,100.00,1009.02,35.24
2,78,1295382,11,42,60,2289,665,255,64,14,10,-1,-1,28.24,100.00,1009.02,35.32
2,79,1300382,11,41,56,2283,676,236,56,14,8,-1,-1,28.24,100.00,1009.07,34.87
2,80,1305382,12,37,49,2211,654,205,52,12,4,-1,-1,28.23,100.00,1009.03,35.23
2,81,1310382,13,41,61,2433,722,232,68,18,2,-1,-1,28.23,100.00,1009.05,35.01
2,82,1315382,14,45,61,2553,755,257,60,14,2,-1,-1,28.23,100.00,1009.08,34.79
2,83,1320382,12,37,41,2295,673,216,26,4,0,-1,-1,28.23,100.00,1009.15,34.19
2,84,1325382,12,39,49,2223,677,230,42,6,4,-1,-1,28.21,100.00,1009.10,34.63
2,85,1330382,14,45,60,2433,756,260,62,12,6,-1,-1,28.21,100.00,1009.04,35.08
2,86,1335382,14,42,52,2370,712,234,52,8,2,-1,-1,28.21,100.00,1009.22,33.59
2,87,1340382,12,44,58,2439,732,266,66,12,4,-1,-1,28.20,99.98,1009.13,34.33
2,88,1345382,14,44,57,2448,755,276,54,8,4,-1,-1,28.20,99.94,1009.05,35.00
2,89,1350382,12,44,52,2421,744,277,36,6,2,-1,-1,28.19,99.88,1009.09,34.69
2,90,1355382,11,41,55,2115,639,241,50,14,6,-1,-1,28.19,99.81,1009.08,34.77
2,91,1360382,12,42,57,2244,678,252,54,16,8,-1,-1,28.19,99.74,1009.09,34.69
2,92,1365382,12,42,52,2469,740,277,44,8,2,-1,-1,28.19,99.67,1009.17,34.02
2,93,1370382,11,43,55,2322,704,281,54,8,4,-1,-1,28.19,99.59,1009.06,34.92
2,94,1375382,11,41,52,2268,697,277,50,8,6,-1,-1,28.18,99.50,1009.05,35.06
2,95,1380382,12,37,49,2256,685,230,42,10,8,-1,-1,28.19,99.41,1009.16,34.10
2,96,1385382,13,41,54,2478,753,239,46,12,8,-1,-1,28.18,99.35,1009.10,34.61
2,97,1390382,14,42,52,2370,712,233,50,10,2,-1,-1,28.18,99.24,1009.15,34.17
2,98,1395382,9,42,51,2115,637,260,50,8,0,-1,-1,28.18,99.16,1008.98,35.58
2,99,1400382,11,42,51,2229,672,274,52,4,0,-1,-1,28.17,99.05,1009.08,34.76
2,100,1405382,12,41,49,2352,710,254,44,6,4,-1,-1,28.18,98.94,1009.04,35.13
